Unnamed: 0,cs,mcs,smir,smer,bfio,bfin,bfic,bfia,bfie,AR,SI,SG,VV
0.663954245972783,2.9005340975077374,2.452390249213602,3.2213486456353713,2.8586901013162636,1.9705075228420132,5.222798530507089,3.4449830742728507,3.187885614606644,2.5037776718226676,Reflective,Sensory,Sequential,Visual
3.3589650309588253,3.0850234500081215,2.759661128326053,4.031328540259781,3.2733143936566003,2.380954400774364,4.591100376002045,2.3913887025859264,3.305074729426484,2.080884748468622,Reflective,Sensory,Sequential,Visual
4.521536077054791,3.0786078006516826,2.1043369461175767,2.6767605079131007,3.066058739993592,4.828908035206016,4.120667707326621,1.8173017458337268,3.4006104169404927,3.3257057388079225,Reflective,Sensory,Sequential,Visual
2.7870674439062135,3.0730793469887465,3.4569548187801553,3.569610786970148,3.057467321151475,3.390368661565146,2.6964299407394705,2.417474808040625,3.80560500651673,4.702341898023636,Reflective,Sensory,Sequential,Visual
5.665058512085116,4.332523529226464,3.182595343502177,3.879850314089751,2.0652861699162766,4.55663739694393,3.8686468785054604,3.3674447828889362,3.2079782017375806,2.0588288178078464,Reflective,Sensory,Sequential,Visual
2.860715787549645,2.941803450144309,3.893534988835799,3.228986832999214,3.0340200984054033,4.199387302505106,3.8784994650491784,4.70965681750546,2.54978251135277,3.371100340412491,Reflective,Sensory,Sequential,Visual
4.811014176195222,3.123958427404766,2.1515356394692757,2.8343289218056236,3.1207180948259694,2.676622999582115,3.6247183790797695,4.111854867837144,4.695836914971025,3.768155891349521,Reflective,Sensory,Sequential,Visual
4.943134606918768,4.9633235885007805,3.065602502466061,3.2146603943814562,3.263481188888414,2.2525081749854294,4.905698022614266,4.480198480657998,3.787783226559121,2.9112061037960295,Reflective,Sensory,Sequential,Visual
2.4243409753066394,2.8977999649284327,3.2838499762642614,2.790707623197873,2.5608187877949895,3.684634688428844,2.7396802891310443,4.185486678602152,2.369547883149263,4.855470747908059,Reflective,Sensory,Sequential,Visual
5.344001166176792,4.1751013963414,2.007952434628562,3.153089736568103,3.4000294238571507,4.51024457297828,2.568130725835685,2.285916789214883,3.5646652690880813,3.8649270113741534,Reflective,Sensory,Sequential,Visual
5.501281055763743,2.7968577733957463,4.603835044075358,3.3053918999350844,2.7273865751600628,4.365243371704173,2.825748320888744,4.517417566822772,4.092550890010634,2.981333671625024,Reflective,Sensory,Sequential,Visual
4.210536577387014,2.770005469681111,2.5445560705556907,2.6262214745175334,3.2438329259673555,4.000160871498789,4.054927202708221,4.559874700016284,3.14267478440855,4.779259597101737,Reflective,Sensory,Sequential,Visual
2.231719103670748,3.612845688962767,3.0423572724873726,3.4318723963274307,3.4989220344741327,3.5209712883412156,2.951368129424636,2.080092676507017,2.7616635453551446,4.3071827058507886,Reflective,Sensory,Sequential,Visual
2.680061058783492,3.3887075792384387,3.2528761028627016,2.4539277702552615,3.4454094047939967,4.254389107657575,4.84698652383088,4.79982257438051,1.9895910905076675,2.8887242187621975,Reflective,Sensory,Sequential,Visual
6.167238982648474,4.058121062391597,3.9223840281459026,3.398900217771026,3.133439318816096,4.4837911014200555,3.0240247721683042,3.4332912910733215,2.72945199141139,3.6948672024614457,Reflective,Sensory,Sequential,Visual
3.6674883024388762,4.026339181977567,3.2574137401262035,2.4882777702378736,2.9480183818599603,4.391917337385,3.0657303351597323,3.913228958715904,3.1696803586693774,3.1150047063317694,Reflective,Sensory,Sequential,Visual
3.212387631757708,3.865083011779642,2.6170483111631677,2.9954310499784764,3.5136383931602797,4.607397595733301,2.6041349510222203,3.329863248453242,2.738090336912732,3.1136379027540255,Reflective,Sensory,Sequential,Visual
9.885779687195384,3.9878277898736374,2.073807524686812,2.800840901040673,3.866799559004345,2.786133064765493,4.219091738916214,4.504234710666252,2.363324039934681,3.583081086057776,Reflective,Sensory,Sequential,Visual
8.71181165849071,2.308836110428901,2.8804859939135894,3.1247076828463216,3.947618573878161,1.943238235533724,4.925678205646633,3.6948738330009885,2.318070204174123,3.9954648853169594,Reflective,Sensory,Sequential,Visual
5.070869258324544,3.73533570330519,4.394746577719613,2.4039790284514355,4.2682579551398385,1.3456986854486126,3.6340504985010265,4.3069592384149,3.364880333782172,3.1378528168481656,Reflective,Sensory,Sequential,Visual
5.654558922648935,2.8114766903810096,3.881724530499783,3.2176896892517903,3.6563422007586204,4.334077518093819,2.9688511694308626,3.0909096019527373,3.7515173092840706,4.112680075682548,Reflective,Sensory,Sequential,Visual
6.110204445366707,3.1460448065729647,3.0466783766275647,3.6345088476275182,3.662161242173507,4.546922515847708,5.06546924662429,3.706278120196817,3.6973397177909537,3.384852603712629,Reflective,Sensory,Sequential,Visual
2.8373989924314817,4.710476797815186,2.4574827783149145,2.416421758478896,3.816369281507956,4.521634326549394,4.396194428817487,4.34934189174859,3.121739697571121,2.9207981483702095,Reflective,Sensory,Sequential,Visual
2.8199564536741963,3.064779544871936,3.517992788272509,2.758978482947115,2.8984611714080057,3.887343829158598,4.023765616273902,3.1472787660803645,2.7413298547724203,3.813591595217107,Reflective,Sensory,Sequential,Visual
5.54403357537999,4.289788411219005,3.8503787510115015,2.971626076995219,3.2707562764943026,2.444827955336133,3.764958826420812,3.378402176119093,3.3994782795588816,2.9761565288308454,Reflective,Sensory,Sequential,Visual
6.45310163482656,3.0103487324976563,3.376856183822616,3.0624867934305167,3.3248446081543945,2.7105005879854542,3.807219101177865,4.211328022294593,4.335118901172305,4.3885101878248545,Reflective,Sensory,Sequential,Visual
10.047935753900505,2.7328053152856477,2.5817706170393135,2.74019443977783,2.2951185086757326,2.9967019803813812,3.0374744822869277,3.843278412398711,3.41526327055626,5.113383294857665,Reflective,Sensory,Sequential,Visual
1.6340242124967972,4.532577173049659,4.09087469422277,2.808771182833442,2.485511418334497,5.172401138388291,3.6706351889869113,4.994660028028086,1.8098646102811737,3.1562924506923196,Reflective,Sensory,Sequential,Visual
2.2395625831446027,3.1868250955710002,3.299279321460698,3.32677636905089,3.60941284865404,2.3034804955479684,2.276237577959012,5.036865019410184,3.407434407756097,3.038409448607328,Reflective,Sensory,Sequential,Visual
9.738577849671676,4.480680390971152,3.0232977756192003,3.567517849244111,3.578710283569272,5.18948513221349,2.8353334648123347,4.410441941848568,4.009493408128737,2.23973436498677,Reflective,Sensory,Sequential,Visual
8.400058466555215,3.334416060691241,4.426584497332127,2.329046353174952,2.4900316329060024,3.5409745732000193,4.160397520262187,3.6494211326441177,1.4176617547734325,3.559684434473572,Reflective,Sensory,Sequential,Visual
3.566965743665765,2.5617326852529634,3.162525601548086,3.558865967946228,2.8226742739164132,4.1887139410224306,3.262290335678236,2.844531542633603,3.0431492988911164,2.8117090947178216,Reflective,Sensory,Sequential,Visual
3.1214439089867456,3.4297889741736536,3.125418406633574,2.939485018681954,3.564244409242103,4.482099379404445,3.262051125527906,3.074352665993394,2.903833365826986,1.8103115433016967,Reflective,Sensory,Sequential,Visual
6.180822041918414,3.496107292113418,5.510500132346422,3.6454618203709623,3.2202791342359047,2.499218396063754,2.205188267835991,3.899469678903048,2.5047612771741776,2.505749728741643,Reflective,Sensory,Sequential,Visual
4.7796454762016225,4.2929164311973205,3.26719581307543,2.6022733476396542,3.985557429605829,4.229069039615543,2.7642934427629764,3.4825050365089085,2.405869883661708,2.536940837550884,Reflective,Sensory,Sequential,Visual
3.239100676424659,2.9517792354401795,2.7666213502766706,2.6008479757458094,3.3020609012464313,2.6434337145006452,4.048803791154815,3.6308459208318524,2.933768931216569,2.912647938566038,Reflective,Sensory,Sequential,Visual
